word,length
alkalotic,9
alkaluria,9
alkane,6
alkanet,7
alkapton,8
alkaptonuria,12
alkene,6
alkeran,7
alky,4
alkyd,5
alkyl,5
alkylbenzene,12
alkylic,7
alkyne,6
allah,5
allamanda,9
allantoic,9
allantoid,9
allantois,9
allargando,10
allay,5
allayer,7
allegation,10
allege,6
alleged,7
allegedly,9
allegement,10
alleghenies,11
allegheny,9
allegiance,10
allegiant,9
allegoric,9
allegorical,11
allegorically,13
allegorise,10
allegoriser,11
allegorize,10
allegorizer,11
allegory,8
allegretto,10
allegro,7
allele,6
allelic,7
allelomorph,11
allelomorphic,13
allemande,9
allen,5
allentown,9
allergen,8
allergenic,10
allergic,8
allergist,9
allergology,11
allergy,7
alleviant,9
alleviate,9
alleviated,10
alleviation,11
alleviative,11
alleviator,10
alleviatory,11
alley,5
alleyway,8
allgood,7
allhallows,10
allhallowtide,13
alliaceae,9
alliaceous,10
alliance,8
alliaria,8
allice,6
allied,6
allies,6
alligator,9
alligatored,11
alligatorfish,13
alligatoridae,13
allionia,8
allioniaceae,12
allis,5
alliterate,10
alliteration,12
alliterative,12
alliteratively,14
alliterator,11
allium,6
allmouth,8
alloantibody,12
allocable,9
allocatable,11
allocate,8
allocation,10
allocator,9
allochronic,11
allochthonous,13
allocution,10
allogamous,10
allogamy,8
allogeneic,10
allograft,9
allograph,9
allographic,11
allomerism,10
allomerous,10
allometric,10
allometry,9
allomorph,9
allomorphic,11
allopathic,10
allopathy,9
allopatric,10
allopatry,9
allophone,9
allophonic,10
allopurinol,11
allosaur,8
allosaurus,10
allot,5
allotment,9
allotrope,9
allotropic,10
allotropical,12
allotropism,11
allotropy,9
allotted,8
allover,7
allow,5
allowable,9
allowably,9
allowance,9
alloy,5
alloyed,7
allspice,8
allude,6
allure,6
allurement,10
alluring,8
allusion,8
allusive,8
allusiveness,12
alluvial,8
alluviation,11
alluvion,8
alluvium,8
ally,4
allyl,5
allylic,7
almanac,7
almandine,9
almandite,9
almaty,6
almighty,8
almond,6
almoner,7
almoravid,9
almost,6
alms,4
almsgiver,9
almsgiving,10
alnico,6
alnus,5
alocasia,8
aloe,4
aloeaceae,9
aloes,5
aloft,5
aloha,5
alone,5
aloneness,9
along,5
alongside,9
alonso,6
aloof,5
aloofness,9
alopecia,8
alopecic,8
alopecurus,10
alopex,6
alopiidae,9
alopius,7
alosa,5
alouatta,8
aloud,5
alpaca,6
alpena,6
alpenstock,10
alpestrine,10
alpha,5
alphabet,8
alphabetic,10
alphabetical,12
alphabetically,14
alphabetisation,15
alphabetise,11
alphabetised,12
alphabetiser,12
alphabetization,15
alphabetize,11
alphabetized,12
alphabetizer,12
alphameric,10
alphamerical,12
alphanumeric,12
alphanumerical,14
alphanumerics,13
alphavirus,10
alpine,6
alpinia,7
alpinism,8
alpinist,8
alprazolam,10
alps,4
already,7
alright,7
alsace,6
alsatia,7
alsatian,8
also,4
alsobia,7
alsophila,9
alstonia,8
alstroemeria,12
altace,6
altaic,6
altair,6
altar,5
altarpiece,10
altazimuth,10
alter,5
alterability,12
alterable,9
alteration,10
alterative,10
altercate,9
altercation,11
altered,7
altering,8
alternanthera,13
alternate,9
alternately,11
alternating,11
alternation,11
alternative,11
alternatively,13
alternator,10
althaea,7
althea,6
altimeter,9
altissimo,9
altitude,8
altitudinal,11
altitudinous,12
alto,4
altocumulus,11
altogether,10
altoist,7
altoona,7
altostratus,11
altricial,9
altruism,8
altruist,8
altruistic,10
altruistically,14
alula,5
alular,6
alum,4
alumbloom,9
alumina,7
aluminate,9
aluminiferous,13
aluminise,9
aluminium,9
aluminize,9
aluminous,9
aluminum,8
alumna,6
alumnus,7
alumroot,8
alundum,7
alupent,7
alveolar,8
alveolate,9
alveolitis,10
alveolus,8
alvine,6
always,6
alyssum,7
alytes,6
alzheimers,10
amadavat,8
amaethon,8
amah,4
amain,5
amalgam,7
amalgamate,10
amalgamated,11
amalgamation,12
amalgamative,12
amalgamator,11
amanita,7
amanuensis,10
amaranth,8
amaranthaceae,13
amaranthine,11
amaranthus,10
amarelle,8
amaretto,8
amarillo,8
amaryllidaceae,14
amaryllis,9
amass,5
amastia,7
amaterasu,9
amateur,7
amateurish,10
amateurishly,12
amateurishness,14
amateurism,10
amati,5
amative,7
amativeness,11
amatory,7
amatungulu,10
amauropelta,11
amaurosis,9
amaurotic,9
amaze,5
amazed,6
amazement,9
amazing,7
amazingly,9
amazon,6
amazona,7
ambage,6
ambages,7
ambagious,9
ambassador,10
ambassadorial,13
ambassadorship,14
ambassadress,12
amber,5
amberbell,9
amberboa,8
amberfish,9
ambergris,9
amberjack,9
ambiance,8
ambidexterity,13
ambidextrous,12
ambience,8
ambient,7
ambiguity,9
ambiguous,9
ambiguously,11
ambit,5
ambition,8
ambitionless,12
ambitious,9
ambitiously,11
ambitiousness,13
ambivalence,11
ambivalency,11
ambivalent,10
ambiversion,11
ambiversive,11
amble,5
ambler,6
ambloplites,11
amblygonite,11
amblyopia,9
amblyopic,9
amblyrhynchus,13
ambo,4
amboyna,7
ambrose,7
ambrosia,8
ambrosiaceae,12
ambrosial,9
ambrosian,9
ambulacral,10
ambulacrum,10
ambulance,9
ambulant,8
ambulate,8
ambulation,10
ambulatory,10
ambuscade,9
ambush,6
ambusher,8
ambystoma,9
ambystomatidae,14
ambystomid,10
ameba,5
ameban,6
amebiasis,9
amebic,6
amebiosis,9
ameboid,7
amebous,7
ameer,5
ameiuridae,10
ameiurus,8
amelanchier,11
amelia,6
ameliorate,10
ameliorating,12
amelioration,12
ameliorative,12
amelioratory,12
ameloblast,10
amelogenesis,12
amen,4
amenability,11
amenable,8
amenableness,12
amend,5
amendable,9
amendatory,10
amended,7
amendment,9
amends,6
amenia,6
amenities,9
amenity,7
amenorrhea,10
amenorrheal,11
amenorrheic,11
amenorrhoea,11
amenorrhoeal,12
amenorrhoeic,12
ament,5
amentaceous,11
amentia,7
amentiferae,11
amentiferous,12
amerce,6
amercement,10
amerciable,10
america,7
american,8
americana,9
americanisation,15
americanise,11
americanism,11
americanization,15
americanize,11
americium,9
amerind,7
amerindian,10
amerindic,9
ametabolic,10
ametabolous,11
amethopterin,12
amethyst,8
amethystine,11
ametria,7
ametropia,9
ametropic,9
amex,4
amhara,6
amharic,7
amia,4
amiability,10
amiable,7
amiableness,11
amiably,7
amianthum,9
amicability,11
amicable,8
amicableness,12
amicably,8
amide,5
amidopyrine,11
amidship,8
amidships,9
amigo,5
amiidae,7
amine,5
aminic,6
amino,5
aminoaciduria,13
aminoalkane,11
aminobenzine,12
aminomethane,12
aminopherase,12
aminophylline,13
aminoplast,10
aminopyrine,11
amiodarone,10
amir,4
amish,5
amiss,5
amitosis,8
amitotic,8
amitriptyline,13
amity,5
amman,5
ammeter,7
ammine,6
ammino,6
ammo,4
ammobium,8
ammodytes,9
ammodytidae,11
ammonia,7
ammoniac,8
ammoniacal,10
ammoniate,9
ammoniated,10
ammonification,14
ammonify,8
ammonite,8
ammonitic,9
ammonium,8
ammoniuria,10
ammonoid,8
ammotragus,10
ammunition,10
amnesia,7
amnesiac,8
amnesic,7
amnestic,8
amnesty,7
amnic,5
amnio,5
amniocentesis,13
amnion,6
amnionic,8
amnios,6
amniota,7
amniote,7
amniotic,8
amobarbital,11
amoeba,6
amoeban,7
amoebiasis,10
amoebic,7
amoebida,8
amoebina,8
amoebiosis,10
amoeboid,8
amoebous,8
amok,4
amon,4
amontillado,11
amor,4
amora,5
amoralism,9
amoralist,9
amorality,9
amorally,8
amorist,7
amoristic,9
amorous,7
amorously,9
amorousness,11
amorpha,7
amorphophallus,14
amorphous,9
amort,5
amortisation,12
amortise,8
amortization,12
amortize,8
amos,4
amount,6
amour,5
amoxicillin,11
amoxil,6
amoy,4
amperage,8
ampere,6
ampersand,9
amphetamine,11
amphibia,8
amphibian,9
amphibiotic,11
amphibious,10
amphibole,9
amphibolips,11
amphibolite,11
amphibology,11
amphiboly,9
amphibrach,10
amphicarpa,10
amphicarpaea,12
amphictyony,11
amphidiploid,12
amphidiploidy,13
amphigory,9
amphimixis,10
amphineura,10
amphioxidae,11
amphioxus,9
amphipod,8
amphipoda,9
amphiprion,10
amphiprostylar,14
amphiprostyle,13
amphiprotic,11
amphisbaena,11
amphisbaenia,12
amphisbaenidae,14
amphistylar,11
amphitheater,12
amphitheatre,12
amphitheatric,13
amphitheatrical,15
amphitropous,12
amphiuma,8
amphiumidae,11
amphora,7
amphoric,8
amphoteric,10
amphotericin,12
ampicillin,10
ample,5
ampleness,9
amplification,13
amplifier,9
amplify,7
amplitude,9
amply,5
ampoule,7
ampul,5
ampule,6
ampulla,7
ampullar,8
ampullary,9
amputate,8
amputation,10
amputator,9
amputee,7
amrinone,8
amsinckia,9
amsonia,7
amsterdam,9
amuck,5
amulet,6
amun,4
amundsen,8
amur,4
amusd,5
amuse,5
amused,6
amusement,9
amusing,7
amusingly,9
amusive,7
amygdala,8
amygdalaceae,12
amygdaliform,12
amygdalin,9
amygdaline,10
amygdaloid,10
amygdaloidal,12
amygdalotomy,12
amygdalus,9
amyl,4
amylaceous,10
amylase,7
amyloid,7
amyloidal,9
amyloidosis,11
amylolysis,10
amylolytic,10
amylum,6
amyotonia,9
amyotrophia,11
amyotrophy,10
amytal,6
amyxia,6
anabantidae,11
anabaptism,10
anabaptist,10
anabas,6
anabatic,8
anabiosis,9
anabiotic,9
anabolic,8
anabolism,9
anabrus,7
anacanthini,11
anacardiaceae,13
anacardium,10
anachronic,10
anachronism,11
anachronistic,13
anachronous,11
anaclinal,9
anaclisis,9
anaclitic,9
anacoluthia,11
anacoluthic,11
anacoluthon,11
anaconda,8
anacyclus,9
anadenanthera,13
anadiplosis,11
anadromous,10
anaemia,7
anaemic,7
anaerobe,8
anaerobic,9
anaerobiotic,12
anaesthesia,11
anaesthetic,11
anaesthetise,12
anaesthetist,12
anaesthetize,12
anagallis,9
anagasta,8
anaglyph,8
anaglyphic,10
anaglyphical,12
anaglyphy,9
anaglyptic,10
anaglyptical,12
anagnost,8
anagoge,7
anagogic,8
anagogical,10
anagram,7
anagrammatic,12
anagrammatical,14
anagrammatise,13
anagrammatize,13
anagrams,8
anagyris,8
anaheim,7
anal,4
analbuminemia,13
analecta,8
analects,8
analeptic,9
analgesia,9
analgesic,9
analgetic,9
analog,6
analogical,10
analogise,9
analogist,9
analogize,9
analogous,9
analogously,11
analogue,8
analogy,7
analphabet,10
analphabetic,12
analphabetism,13
analysand,9
analyse,7
analyser,8
analysis,8
analyst,7
analytic,8
analytical,10
analytically,12
analyticity,11
analyzable,10
analyze,7
analyzed,8
analyzer,8
anamnesis,9
anamnestic,10
anamorphic,10
anamorphism,11
anamorphosis,12
ananas,6
ananias,7
anapaest,8
anapaestic,10
anapest,7
anapestic,9
anaphalis,9
anaphase,8
anaphasic,9
anaphor,7
anaphora,8
anaphoric,9
anaphrodisia,12
anaphrodisiac,13
anaphylactic,12
anaphylaxis,11
anaplasia,9
anaplasmosis,12
anaplastic,10
anaplasty,9
anaprox,7
anapsid,7
anapsida,8
anapurna,8
anarchic,8
anarchical,10
anarchically,12
anarchism,9
anarchist,9
anarchistic,11
anarchy,7
anarhichadidae,14
anarhichas,10
anarthria,9
anas,4
anasa,5
anasarca,8
anasarcous,10
anasazi,7
anaspid,7
anaspida,8
anastalsis,10
anastatica,10
anastigmat,10
anastigmatic,12
anastomose,10
anastomosis,11
anastomotic,11
anastomus,9
anastrophe,10
anastylosis,11
anathema,8
anathematise,12
anathematize,12
anathemise,10
anathemize,10
anatidae,8
anatolia,8
anatolian,9
anatomic,8
anatomical,10
anatomically,12
anatomise,9
anatomist,9
anatomize,9
anatomy,7
anatotitan,10
anatoxin,8
anatropous,10
anaxagoras,10
anaximander,11
anaximenes,10
ancestor,8
ancestral,9
ancestress,10
ancestry,8
anchor,6
anchorage,9
anchorite,9
anchoritic,10
anchorman,9
anchorperson,12
anchovy,7
anchusa,7
anchylosis,10
ancient,7
anciently,9
ancientness,11
ancients,8
ancillary,9
ancistrodon,11
ancohuma,8
ancylidae,9
ancylose,8
ancylus,7
andalucia,9
andalusia,9
andalusian,10
andante,7
andantino,9
andean,6
andelmin,8
andersen,8
anderson,8
andes,5
andesite,8
andira,6
andiron,7
andorra,7
andorran,8
andradite,9
andreaea,8
andreaeales,11
andrena,7
andrenid,8
andrenidae,10
andrew,6
andrews,7
andricus,8
androecium,10
androgen,8
androgenesis,12
androgenetic,12
androgenic,10
androgenous,11
androgeny,9
androglossia,12
androgyne,9
androgynous,11
androgyny,9
android,7
andromeda,9
androphobia,11
andropogon,10
androsterone,12
andryala,8
andvari,7
anecdotal,9
anecdote,8
anecdotic,9
anecdotical,11
anecdotist,10
anechoic,8
aneides,7
anele,5
anemia,6
anemic,6
anemographic,12
anemography,11
anemometer,10
anemometric,11
anemometrical,13
anemometry,10
anemone,7
anemonella,10
anemophilous,12
anemopsis,9
anencephalia,12
anencephalic,12
anencephalous,13
anencephaly,11
anergy,6
aneroid,7
anesthesia,10
anesthesiology,14
anesthetic,10
anesthetise,11
anesthetist,11
anesthetize,11
anesthyl,8
anestric,8
anestrous,9
anestrum,8
anestrus,8
anethum,7
aneuploid,9
aneuploidy,10
aneurin,7
aneurism,8
aneurismal,10
aneurismatic,12
aneurysm,8
aneurysmal,10
aneurysmatic,12
anew,4
anfractuous,11
angara,6
angas,5
angel,5
angelfish,9
angelic,7
angelica,8
angelical,9
angelically,11
angelim,7
angelique,9
angelology,10
angelus,7
anger,5
angered,7
angevin,7
angevine,8
angiitis,8
angina,6
anginal,7
anginose,8
anginous,8
angiocardiogram,15
angiocarp,9
angiocarpic,11
angiocarpous,12
angioedema,10
angiogenesis,12
angiogram,9
angiography,11
angiohemophilia,15
angiologist,11
angiology,9
angioma,7
angiomatous,11
angiopathy,10
angioplasty,11
angiopteris,11
angiosarcoma,12
angioscope,10
angiosperm,10
angiospermae,12
angiospermous,13
angiotelectasia,15
angiotensin,11
angiotonin,10
angle,5
angled,6
angledozer,10
angler,6
anglerfish,10
anglesea,8
anglesey,8
anglewing,9
angleworm,9
anglia,6
anglian,7
anglican,8
anglicanism,11
anglicisation,13
anglicise,9
anglicism,9
anglicization,13
anglicize,9
angling,7
anglomania,10
anglophil,9
anglophile,10
anglophilia,11
anglophilic,11
anglophobe,10
anglophobia,11
anglophobic,11
angola,6
angolan,7
angolese,8
angora,6
angostura,9
angraecum,9
angrecum,8
angrily,7
angriness,9
angry,5
angst,5
angstrom,8
anguidae,8
anguilla,8
anguillan,9
anguillidae,11
anguilliformes,14
anguillula,10
anguine,7
anguis,6
anguish,7
anguished,9
angular,7
angularity,10
angulate,8
angulation,10
angus,5
angwantibo,10
anhedonia,9
anhidrosis,10
anhima,6
anhimidae,9
anhinga,7
anhingidae,10
anhydride,9
anhydrosis,10
anhydrous,9
anicteric,9
anigozanthus,12
anil,4
anile,5
aniline,7
anima,5
animadversion,13
animadvert,10
animal,6
animalcule,10
animalculum,11
animalia,8
animalisation,13
animalise,9
animalism,9
animalistic,11
animality,9
animalization,13
animalize,9
animate,7
animated,8
animatedly,10
animateness,11
animating,9
animation,9
animatism,9
animatistic,11
animator,8
animatronics,12
anime,5
animise,7
animism,7
animist,7
animistic,9
animize,7
animosity,9
animus,6
anion,5
anionic,7
anise,5
aniseed,7
aniseikonia,11
aniseikonic,11
anisette,8
anisogamete,11
anisogametic,12
anisogamic,10
anisogamous,11
anisogamy,9
anisometric,11
anisometropia,13
anisometropic,13
anisoptera,10
anisotremus,11
anisotropic,11
anisotropically,15
anisotropy,10
anjou,5
ankara,6
ankle,5
anklebone,9
anklet,6
anklets,7
ankus,5
ankyloglossia,13
ankylosaur,10
ankylosaurus,12
ankylose,8
ankylosis,9
ankylotic,9
anlage,6
anna,4
annaba,6
annalist,8
annalistic,10
annals,6
annam,5
annamese,8
annamite,8
annapolis,9
annapurna,9
anne,4
anneal,6
annealing,9
annelid,7
annelida,8
annelidan,9
annex,5
annexa,6
annexal,7
annexation,10
annexational,12
annexe,6
anniellidae,11
annihilate,10
annihilated,11
annihilating,12
annihilation,12
annihilative,12
annihilator,11
anniversary,11
annon,5
annona,6
annonaceae,10
annotate,8
annotating,10
annotation,10
annotator,9
announce,8
announced,9
announcement,12
announcer,9
annoy,5
annoyance,9
annoyed,7
annoyer,7
annoying,8
annoyingly,10
annual,6
annually,8
annualry,8
annuitant,9
annuity,7
annul,5
annular,7
annulate,8
annulated,9
annulet,7
annulment,9
annulus,7
annum,5
annunciate,10
annunciation,12
annunciator,11
annunciatory,12
annwfn,6
annwn,5
anoa,4
anobiidae,9
anodal,6
anode,5
anodic,6
anodise,7
anodize,7
anodonta,8
anodyne,7
anoectochilus,13
anoestrous,10
anoestrum,9
anoestrus,9
anogramma,9
anoint,6
anointer,8
anointing,9
anointment,10
anole,5
anolis,6
anomala,7
anomalist,9
anomalopidae,12
anomalops,9
anomalopteryx,13
anomalous,9
anomalously,11
anomalousness,13
anomaly,7
anomia,6
anomic,6
anomie,6
anomiidae,9
anomy,5
anon,4
anonym,6
anonymity,9
anonymous,9
anonymously,11
anoperineal,11
anopheles,9
anopheline,10
anopia,6
anoplura,8
anorak,6
anorchia,8
anorchidism,11
anorchism,9
anorectal,9
anorectic,9
anorexia,8
anorexic,8
anorexigenic,12
anorgasmia,10
anorthic,8
anorthite,9
anorthitic,10
anorthography,13
anorthopia,10
anosmatic,9
anosmia,7
anosmic,7
anostraca,9
another,7
anouilh,7
anova,5
anovulant,9
anovulation,11
anoxemia,8
anoxemic,8
anoxia,6
anoxic,6
anpu,4
ansaid,6
anselm,6
anser,5
anseres,7
anseriformes,12
anserinae,9
anserine,8
anshar,6
answer,6
answerability,13
answerable,10
answerableness,14
answerer,8
answering,9
antabuse,8
antacid,7
antagonise,10
antagonism,10
antagonist,10
antagonistic,12
antagonize,10
antakiya,8
antakya,7
antalya,7
antananarivo,12
antapex,7
antarctic,9
antarctica,10
antares,7
antbird,7
ante,4
anteater,8
antebellum,10
antecede,8
antecedence,11
antecedency,11
antecedent,10
antecedently,12
antechamber,11
antecubital,11
antedate,8
antediluvial,12
antediluvian,12
antedon,7
antedonidae,11
antefix,7
antelope,8
antemeridian,12
antemortem,10
antenatal,9
antenna,7
antennal,8
antennaria,10
antennariidae,13
antennary,9
antenuptial,11
antepartum,10
antepenult,10
antepenultima,13
antepenultimate,15
anterior,8
anteriority,11
anteriorly,10
anterograde,11
anteroom,8
anthelminthic,13
anthelmintic,12
anthem,6
anthemis,8
anther,6
antheraea,9
antheral,8
anthericum,10
antheridial,11
antheridiophore,15
antheridium,11
antheropeas,11
antherozoid,11
anthesis,8
anthidium,9
anthill,7
anthoceropsida,14
anthoceros,10
anthocerotaceae,15
anthocerotales,14
anthologise,11
anthologist,11
anthologize,11
anthology,9
anthonomus,10
anthony,7
anthophagous,12
anthophilous,12
anthophyllite,13
anthophyta,10
anthozoa,8
anthozoan,9
anthracite,10
anthracitic,11
anthracosis,11
anthrax,7
anthriscus,10
anthropic,9
anthropical,11
anthropocentric,15
anthropogenesis,15
anthropogenetic,15
anthropogenic,13
anthropogeny,12
anthropoid,10
anthropoidal,12
anthropoidea,12
anthropolatry,13
anthropological,15
anthropologist,14
anthropology,12
anthropometric,14
anthropometry,13
anthropomorphic,15
anthropophagite,15
anthropophagous,15
anthropophagus,14
anthropophagy,13
anthroposophy,13
anthurium,9
anthus,6
anthyllis,9
anti,4
antiacid,8
antiadrenergic,14
antiaircraft,12
antialiasing,12
antiapartheid,13
antiarrhythmic,14
antibacterial,13
antibaryon,10
antibiosis,10
antibiotic,10
antiblack,9
antibody,8
antic,5
anticancer,10
anticatalyst,12
anticholinergic,15
antichrist,10
anticipant,10
anticipate,10
anticipated,11
anticipation,12
anticipative,12
anticipator,11
anticipatory,12
anticlimactic,13
anticlimactical,15
anticlimax,10
anticlinal,10
anticlockwise,13
anticoagulant,13
anticoagulation,15
anticoagulative,15
anticonvulsant,14
anticyclone,11
anticyclonic,12
antidepressant,14
antidiabetic,12
antidiarrheal,13
antidiuretic,12
antido,6
antidorcas,10
antidotal,9
antidote,8
antidromic,10
antielectron,12
antiemetic,10
antiepileptic,13
antifeminism,12
antifeminist,12
antifertility,13
antiflatulent,13
antifreeze,10
antifungal,10
antigen,7
antigenic,9
antigone,8
antigonia,9
antigonus,9
antigram,8
antigua,7
antiguan,8
antiheretical,13
antihero,8
antihistamine,13
antiknock,9
antiknocking,12
antilepton,10
antilles,8
antilocapra,11
antilocapridae,14
antilog,7
antilogarithm,13
antilope,8
antimacassar,12
antimagnetic,12
antimalarial,12
antimatter,10
antimeson,9
antimetabolite,14
antimicrobial,13
antimicrobic,12
antimonial,10
antimonic,9
antimonious,11
antimonopoly,12
antimony,8
antimuon,8
antimycin,9
antimycotic,11
antineoplastic,14
antineutrino,12
antineutron,11
antinode,8
antinomasia,11
antinomian,10
antinomianism,13
antinomy,8
antioch,7
antioxidant,11
antiparallel,12
antiparticle,12
antipasto,9
antipathetic,12
antipathetical,14
antipathy,9
antipersonnel,13
antiperspirant,14
antiphlogistic,14
antiphon,8
antiphonal,10
antiphonary,11
antiphony,9
antiphrasis,11
antipodal,9
antipode,8
antipodean,10
antipodes,9
antipollution,13
antipope,8
antiproton,10
antiprotozoal,13
antipruritic,12
antipsychotic,13
antipyresis,11
antipyretic,11
antiquarian,11
antiquark,9
antiquary,9
antiquate,9
antiquated,10
antique,7
antiquity,9
antirrhinum,11
antisatellite,13
antisemitic,11
antisemitism,12
antisepsis,10
antiseptic,10
antisepticize,13
antiserum,9
antisocial,10
antispasmodic,13
antistrophe,11
antistrophic,12
antisubmarine,13
antisyphilitic,14
antitank,8
antitauon,9
antithesis,10
antithetic,10
antithetical,12
antithetically,14
antithyroid,11
antitoxic,9
antitoxin,9
antitrade,9
antitrades,10
antitrust,9
antitumor,9
antitumour,10
antitussive,11
antitype,8
antitypic,9
antitypical,11
antivenene,10
antivenin,9
antivert,8
antiviral,9
antler,6
antlered,8
antlia,6
antlion,7
antofagasta,11
antoninus,9
antonius,8
antony,6
antonym,7
antonymous,10
antonymy,8
antrorse,8
antrozous,9
antrum,6
antsy,5
antum,5
antwerp,7
antwerpen,9
anubis,6
anunnaki,8
anura,5
anuran,6
anuresis,8
anuretic,8
anuria,6
anuric,6
anurous,7
anus,4
anvers,6
anvil,5
anxiety,7
anxiolytic,10
anxious,7
anxiously,9
anxiousness,11
anyhow,6
anymore,7
anyplace,8
anyway,6
anyways,7
anywhere,8
anzac,5
anzio,5
aorist,6
aoristic,8
